name,team,pos,age,GP,GS,MPG,PTS,REB,OREB,DREB,AST,STL,BLK,TOV,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%
Moritz Wagner,ORL,C,27,30,1,18.8,12.9,4.9,1.3,3.6,1.4,0.8,0.4,1.6,4.7,8.3,0.562,0.9,2.5,0.36,2.6,3.7,0.718
Moses Brown,2TM,C,25,13,2,9.2,5.8,3.4,0.9,2.5,0.2,0.5,0.3,0.8,2.6,3.8,0.694,0.0,0.0,,0.6,0.8,0.727
Moses Moody,GSW,SG,22,74,34,22.3,9.8,2.6,0.7,1.9,1.3,0.8,0.4,0.7,3.3,7.7,0.433,1.7,4.6,0.374,1.4,1.8,0.797
Mouhamed Gueye,ATL,PF,22,33,28,16.2,6.0,4.2,1.3,2.9,0.8,0.8,1.0,0.5,2.2,5.2,0.421,0.6,2.5,0.259,1.0,1.3,0.762
Moussa Diabaté,CHO,C,23,71,8,17.5,5.7,6.2,2.6,3.5,0.8,0.6,0.6,0.9,2.4,3.9,0.596,0.0,0.1,0.0,1.0,1.6,0.595
Myles Turner,IND,C,28,72,72,30.2,15.6,6.5,1.3,5.3,1.5,0.8,2.0,1.7,5.4,11.3,0.481,2.2,5.5,0.396,2.6,3.3,0.773
N'Faly Dante,HOU,C,23,4,0,12.8,6.0,5.3,1.5,3.8,0.5,0.3,1.3,0.5,2.5,3.3,0.769,0.0,0.0,,1.0,1.3,0.8
Nae'Qwan Tomlin,CLE,PF,24,5,1,12.6,7.2,4.2,1.8,2.4,0.4,0.0,0.2,0.4,2.6,6.4,0.406,0.4,2.0,0.2,1.6,2.2,0.727
Naji Marshall,DAL,SF,27,69,31,27.8,13.2,4.8,1.1,3.7,3.0,1.0,0.2,1.6,5.2,10.3,0.508,0.9,3.2,0.275,1.9,2.3,0.813
Nate Williams,HOU,SG,25,20,0,7.4,3.3,0.7,0.3,0.4,0.5,0.4,0.2,0.7,1.4,3.1,0.435,0.3,1.3,0.231,0.3,0.4,0.625
Naz Reid,MIN,C,25,80,17,27.5,14.2,6.0,1.2,4.9,2.3,0.7,0.9,1.4,5.3,11.5,0.462,2.2,5.8,0.379,1.4,1.8,0.776
Neemias Queta,BOS,C,25,62,6,13.9,5.0,3.8,1.4,2.4,0.7,0.3,0.7,0.6,2.1,3.3,0.65,0.0,0.0,0.0,0.7,1.0,0.754
Nic Claxton,BRK,C,25,70,62,26.9,10.3,7.4,2.2,5.1,2.2,0.9,1.4,1.2,4.6,8.1,0.563,0.1,0.3,0.238,1.1,2.2,0.513
Nick Richards,2TM,C,27,57,43,22.0,9.3,8.2,2.6,5.6,0.9,0.2,1.0,1.4,3.6,6.1,0.591,0.0,0.0,0.0,2.1,2.8,0.744
Nick Smith Jr.,CHO,SG,20,60,27,22.8,9.9,2.1,0.2,1.9,2.4,0.3,0.1,1.4,3.7,9.5,0.391,1.7,5.1,0.34,0.7,0.8,0.935
Nickeil Alexander-Walker,MIN,SG,26,82,10,25.3,9.4,3.2,0.7,2.6,2.7,0.6,0.4,1.2,3.3,7.5,0.438,1.7,4.5,0.381,1.1,1.4,0.78
Nicolas Batum,LAC,PF,36,78,8,17.5,4.0,2.8,0.6,2.2,1.1,0.7,0.5,0.4,1.3,3.1,0.437,1.1,2.6,0.433,0.2,0.3,0.81
Nikola Jokić,DEN,C,29,70,70,36.7,29.6,12.7,2.9,9.9,10.2,1.8,0.6,3.3,11.2,19.5,0.576,2.0,4.7,0.417,5.2,6.4,0.8
Nikola Jović,MIA,PF,21,46,10,25.1,10.7,3.9,0.6,3.3,2.8,0.8,0.3,1.3,3.7,8.2,0.456,1.7,4.6,0.371,1.6,1.9,0.828
Nikola Vučević,CHI,C,34,73,72,31.2,18.5,10.1,2.4,7.6,3.5,0.8,0.7,1.6,7.5,14.2,0.53,1.8,4.4,0.402,1.6,2.0,0.805
Noah Clowney,BRK,PF,20,46,20,22.7,9.1,3.9,0.9,3.0,0.9,0.5,0.5,1.0,2.9,8.1,0.358,1.9,5.7,0.333,1.5,1.7,0.838
Norman Powell,LAC,SG,31,60,60,32.6,21.8,3.2,0.4,2.8,2.1,1.2,0.2,1.8,7.6,15.8,0.484,3.0,7.1,0.418,3.6,4.4,0.804
OG Anunoby,NYK,PF,27,74,74,36.6,18.0,4.8,1.3,3.5,2.2,1.5,0.9,1.4,6.6,13.9,0.476,2.3,6.2,0.372,2.5,3.1,0.81
Obi Toppin,IND,PF,26,79,4,19.6,10.5,4.0,0.7,3.3,1.6,0.6,0.4,0.9,4.0,7.6,0.529,1.4,3.8,0.365,1.1,1.4,0.781
Ochai Agbaji,TOR,SG,24,64,45,27.2,10.4,3.8,1.0,2.8,1.5,0.9,0.5,0.8,4.2,8.3,0.498,1.6,4.0,0.399,0.5,0.8,0.708
Olivier-Maxence Prosper,DAL,PF,22,52,4,11.2,3.9,2.4,0.8,1.6,0.8,0.5,0.1,0.3,1.3,3.3,0.402,0.2,1.0,0.235,0.9,1.5,0.645
Onyeka Okongwu,ATL,C,24,74,40,27.9,13.4,8.9,3.0,5.9,2.3,0.9,0.9,1.2,5.2,9.2,0.567,0.6,2.0,0.324,2.2,2.9,0.759
Orlando Robinson,2TM,C,24,44,8,17.5,6.9,5.0,2.0,3.0,1.8,0.4,0.4,1.1,2.6,5.9,0.444,0.4,1.2,0.327,1.2,1.6,0.771
Oscar Tshiebwe,UTA,C,25,14,1,18.2,7.6,8.7,3.3,5.4,0.6,0.9,0.1,0.7,3.0,5.0,0.6,0.0,0.0,,1.6,2.2,0.742
Oshae Brissett,PHI,SF,26,6,2,23.7,8.7,3.7,1.2,2.5,0.7,0.7,0.5,1.3,3.2,6.5,0.487,1.0,3.0,0.333,1.3,2.3,0.571
Oso Ighodaro,PHO,PF,22,61,6,17.1,4.2,3.6,1.1,2.6,1.2,0.5,0.5,0.6,1.9,3.1,0.604,0.0,0.0,0.0,0.5,0.8,0.58
Ousmane Dieng,OKC,C,21,37,1,10.9,3.8,2.2,0.5,1.7,0.8,0.5,0.2,0.5,1.5,3.4,0.432,0.6,1.9,0.324,0.3,0.4,0.688
P.J. Tucker,NYK,SF,39,3,1,19.3,3.0,2.7,1.3,1.3,0.0,0.3,0.3,0.3,1.0,2.3,0.429,1.0,2.0,0.5,0.0,0.0,
P.J. Washington,DAL,PF,26,57,56,32.2,14.7,7.8,1.4,6.3,2.3,1.1,1.1,2.1,5.3,11.7,0.453,1.6,4.2,0.381,2.5,3.5,0.722
PJ Dozier,MIN,SG,28,9,0,3.9,0.8,0.6,0.1,0.4,0.6,0.1,0.0,0.1,0.2,0.3,0.667,0.2,0.3,0.667,0.1,0.7,0.167
PJ Hall,DEN,C,22,19,0,3.5,1.7,1.2,0.3,0.8,0.2,0.0,0.2,0.1,0.7,1.3,0.583,0.1,0.4,0.25,0.2,0.2,0.75
Pacôme Dadiet,NYK,SG,19,18,0,6.2,1.7,1.0,0.2,0.8,0.3,0.2,0.1,0.2,0.6,1.7,0.323,0.3,1.1,0.316,0.2,0.3,0.667
Paolo Banchero,ORL,PF,22,46,46,34.4,25.9,7.5,1.1,6.4,4.8,0.8,0.6,3.0,9.0,19.8,0.452,1.9,5.9,0.32,6.1,8.4,0.727
Pascal Siakam,IND,PF,30,78,78,32.7,20.2,6.9,1.7,5.2,3.4,0.9,0.5,1.4,7.9,15.2,0.519,1.6,4.2,0.389,2.9,3.9,0.734
Pat Connaughton,MIL,SG,32,41,1,14.7,5.3,2.7,0.5,2.2,1.7,0.2,0.3,0.6,2.0,4.3,0.469,0.6,2.0,0.321,0.6,0.8,0.774
Pat Spencer,GSW,PG,28,39,0,6.4,2.5,1.2,0.4,0.8,1.2,0.4,0.1,0.5,1.1,2.6,0.406,0.1,0.6,0.227,0.3,0.4,0.733
Patrick Baldwin Jr.,2TM,SF,22,24,0,4.5,2.2,1.0,0.2,0.8,0.1,0.1,0.1,0.2,0.8,1.5,0.543,0.5,1.0,0.565,0.1,0.2,0.5
Patrick Williams,CHI,PF,23,63,36,25.0,9.0,3.8,0.7,3.1,2.0,0.8,0.5,1.4,3.3,8.2,0.397,1.5,4.3,0.353,1.0,1.3,0.723
Patty Mills,2TM,PG,36,29,0,11.1,3.8,0.8,0.1,0.6,0.9,0.4,0.1,0.6,1.2,3.3,0.375,0.9,2.6,0.347,0.4,0.5,0.929
Paul George,PHI,PF,34,41,41,32.5,16.2,5.3,0.6,4.8,4.3,1.8,0.5,2.6,6.0,13.9,0.43,2.3,6.5,0.358,1.9,2.4,0.814
Paul Reed,DET,C,25,45,0,9.7,4.1,2.7,0.9,1.8,1.0,0.9,0.6,0.6,1.6,3.2,0.507,0.2,0.6,0.286,0.7,0.9,0.762
Payton Pritchard,BOS,PG,27,80,3,28.4,14.3,3.8,1.3,2.6,3.5,0.9,0.2,1.0,5.1,10.8,0.472,3.2,7.8,0.407,0.9,1.1,0.845
Pelle Larsson,MIA,SG,23,55,8,14.2,4.6,1.7,0.5,1.2,1.2,0.6,0.1,0.4,1.6,3.7,0.438,0.6,1.7,0.337,0.7,1.1,0.672
Pete Nance,2TM,C,24,13,1,10.6,2.9,1.6,0.4,1.2,0.8,0.2,0.2,0.3,1.1,2.5,0.438,0.7,1.8,0.375,0.1,0.2,0.5
Peyton Watson,DEN,SF,22,68,18,24.4,8.1,3.4,0.7,2.7,1.4,0.7,1.4,0.8,3.0,6.3,0.477,0.7,2.0,0.353,1.4,2.0,0.693
Phillip Wheeler,PHI,PF,22,5,0,8.8,1.6,1.6,0.4,1.2,0.4,0.2,0.4,0.2,0.6,4.2,0.143,0.0,2.0,0.0,0.4,0.4,1.0
Precious Achiuwa,NYK,C,25,57,10,20.5,6.6,5.6,1.8,3.8,1.0,0.8,0.7,0.8,2.9,5.7,0.502,0.2,0.6,0.278,0.7,1.2,0.594
Quentin Grimes,2TM,SG,24,75,37,26.8,14.6,4.3,0.8,3.5,3.0,1.0,0.3,1.9,5.1,11.0,0.467,2.2,5.6,0.385,2.2,2.9,0.757
Quenton Jackson,IND,PG,26,28,7,13.6,5.8,1.6,0.5,1.1,1.9,0.8,0.2,0.6,2.1,4.4,0.475,0.5,1.4,0.375,1.1,1.4,0.775
Quincy Olivari,LAL,PG,23,2,0,5.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,2.5,0.2,0.5,2.5,0.2,0.0,0.0,
Quinten Post,GSW,PF,24,42,14,16.3,8.1,3.5,0.8,2.7,1.3,0.4,0.4,0.8,2.9,6.5,0.449,1.7,4.3,0.408,0.5,0.6,0.778
RJ Barrett,TOR,SF,24,58,58,32.2,21.1,6.3,1.1,5.3,5.4,0.8,0.3,2.8,7.9,16.9,0.468,1.8,5.3,0.35,3.4,5.4,0.63
RayJ Dennis,IND,PG,23,11,0,6.4,2.7,1.1,0.2,0.9,1.3,0.6,0.2,0.5,1.0,3.0,0.333,0.5,1.9,0.286,0.2,0.2,1.0
Rayan Rupert,POR,SG,20,52,0,8.8,3.0,1.3,0.5,0.8,0.5,0.3,0.1,0.6,1.1,2.7,0.408,0.3,1.1,0.271,0.4,0.6,0.767
Reece Beekman,2TM,PG,23,36,4,13.0,2.6,1.1,0.4,0.7,1.8,0.9,0.1,0.6,1.0,3.0,0.327,0.2,1.1,0.175,0.4,0.6,0.762
Reed Sheppard,HOU,PG,20,52,3,12.6,4.4,1.5,0.3,1.2,1.4,0.7,0.3,0.7,1.6,4.6,0.351,0.9,2.7,0.338,0.3,0.3,0.813
Reggie Jackson,PHI,PG,34,31,1,12.4,4.4,1.4,0.3,1.1,1.5,0.5,0.1,0.5,1.7,4.3,0.391,0.8,2.4,0.338,0.2,0.3,0.778
Richaun Holmes,WAS,PF,31,31,7,17.2,7.4,5.7,2.0,3.7,1.4,0.3,0.7,0.7,2.9,4.5,0.647,0.0,0.1,0.0,1.6,1.9,0.833
Ricky Council IV,PHI,SF,23,73,12,17.1,7.3,2.9,0.7,2.2,1.3,0.4,0.2,0.7,2.4,6.3,0.382,0.8,2.9,0.258,1.7,2.1,0.804
Riley Minix,SAS,SF,24,1,0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
Rob Dillingham,MIN,PG,20,49,1,10.5,4.5,1.0,0.2,0.8,2.0,0.4,0.0,1.1,1.9,4.3,0.441,0.5,1.5,0.338,0.2,0.3,0.533
Robert Williams,POR,C,27,20,3,17.6,5.8,5.9,1.8,4.2,1.1,0.7,1.7,0.9,2.5,3.9,0.641,0.1,0.2,0.333,0.8,0.9,0.882
Ron Harper Jr.,DET,SF,24,1,0,17.0,4.0,7.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,8.0,0.125,0.0,6.0,0.0,2.0,2.0,1.0
Ron Holland,DET,SF,19,81,2,15.6,6.4,2.7,0.5,2.2,1.0,0.6,0.2,0.9,2.4,5.1,0.474,0.4,1.9,0.238,1.1,1.5,0.754
Royce O'Neale,PHO,SF,31,75,22,24.5,9.1,4.7,0.7,3.9,2.2,0.9,0.5,0.9,3.2,7.6,0.423,2.4,5.9,0.406,0.3,0.3,0.731
Rudy Gobert,MIN,C,32,72,72,33.2,12.0,10.9,3.7,7.2,1.8,0.8,1.4,1.2,4.7,7.1,0.669,0.0,0.0,,2.6,3.8,0.674
Rui Hachimura,LAL,PF,26,59,57,31.7,13.1,5.0,1.3,3.7,1.4,0.8,0.4,0.8,5.0,9.8,0.509,1.7,4.2,0.413,1.5,1.9,0.77
Russell Westbrook,DEN,PG,36,75,36,27.9,13.3,4.9,1.4,3.6,6.1,1.4,0.5,3.2,5.0,11.1,0.449,1.3,3.9,0.323,2.1,3.1,0.661
Ryan Dunn,PHO,SF,22,74,44,19.1,6.9,3.6,1.2,2.4,0.8,0.6,0.5,0.5,2.8,6.4,0.43,1.1,3.6,0.311,0.3,0.5,0.487
Ryan Rollins,MIL,PG,22,56,19,14.6,6.2,1.9,0.4,1.6,1.9,0.8,0.3,0.9,2.4,4.8,0.487,0.9,2.1,0.408,0.6,0.8,0.8
Sam Hauser,BOS,PF,27,71,19,21.7,8.5,3.2,0.6,2.5,0.9,0.6,0.2,0.3,3.0,6.7,0.451,2.3,5.6,0.416,0.2,0.2,1.0
Sam Merrill,CLE,SG,28,71,4,19.7,7.2,2.2,0.5,1.7,1.5,0.7,0.2,0.5,2.4,6.0,0.406,1.9,5.2,0.372,0.4,0.4,0.966
Sandro Mamukelashvili,SAS,PF,25,61,0,11.2,6.3,3.1,1.0,2.0,0.8,0.4,0.3,0.4,2.3,4.6,0.502,1.0,2.6,0.373,0.7,1.0,0.741
Santi Aldama,MEM,PF,24,65,16,25.5,12.5,6.4,1.4,5.0,2.9,0.8,0.4,1.1,4.8,10.0,0.483,1.8,5.0,0.368,1.0,1.4,0.691
Scoot Henderson,POR,PG,20,66,10,26.7,12.7,3.0,0.8,2.2,5.1,1.0,0.2,2.7,4.3,10.4,0.419,1.6,4.5,0.354,2.4,3.1,0.767
Scottie Barnes,TOR,PF,23,65,65,32.8,19.3,7.7,1.7,6.0,5.8,1.4,1.0,2.8,7.3,16.4,0.446,1.2,4.3,0.271,3.5,4.6,0.755
Scotty Pippen Jr.,MEM,PG,24,79,21,21.3,9.9,3.3,0.8,2.5,4.4,1.3,0.4,1.7,3.6,7.5,0.48,1.1,2.8,0.397,1.5,2.2,0.713
Seth Curry,CHO,SG,34,68,14,15.6,6.5,1.7,0.4,1.3,0.9,0.4,0.1,0.5,2.4,5.0,0.478,1.2,2.7,0.456,0.5,0.6,0.846
Shaedon Sharpe,POR,SG,21,72,52,31.3,18.5,4.5,0.9,3.6,2.8,0.9,0.2,2.1,6.9,15.3,0.452,2.0,6.6,0.311,2.6,3.4,0.785
Shai Gilgeous-Alexander,OKC,PG,26,76,76,34.2,32.7,5.0,0.9,4.1,6.4,1.7,1.0,2.4,11.3,21.8,0.519,2.1,5.7,0.375,7.9,8.8,0.898
Shake Milton,2TM,SG,28,57,2,14.7,5.5,1.8,0.5,1.3,1.8,0.4,0.1,0.7,2.0,4.5,0.453,0.7,1.9,0.358,0.8,1.0,0.797
Sidy Cissoko,2TM,SF,20,22,0,5.2,1.5,1.0,0.4,0.6,0.7,0.1,0.0,0.5,0.6,1.4,0.433,0.1,0.6,0.231,0.1,0.4,0.333
Simone Fontecchio,DET,SF,29,75,0,16.5,5.9,2.9,0.7,2.2,0.9,0.4,0.2,0.7,2.0,5.0,0.402,1.0,3.0,0.335,0.9,1.1,0.833
Skal Labissière,SAC,PF,28,4,0,3.0,1.3,0.8,0.3,0.5,0.3,0.0,0.0,0.0,0.5,1.0,0.5,0.3,0.3,1.0,0.0,0.0,
Spencer Dinwiddie,DAL,PG,31,79,30,27.0,11.0,2.6,0.2,2.4,4.4,0.9,0.2,1.3,3.6,8.6,0.416,1.4,4.1,0.334,2.5,3.1,0.802
Spencer Jones,DEN,SF,23,20,0,6.3,1.3,0.9,0.4,0.5,0.3,0.3,0.3,0.3,0.6,1.7,0.324,0.1,0.9,0.059,0.2,0.2,1.0
Stanley Umude,MIL,SG,25,22,0,3.9,0.7,0.8,0.2,0.6,0.2,0.1,0.3,0.1,0.2,1.2,0.192,0.1,0.7,0.2,0.1,0.2,0.5
Stephen Curry,GSW,PG,36,70,70,32.2,24.5,4.4,0.6,3.9,6.0,1.1,0.4,2.9,8.1,18.0,0.448,4.4,11.2,0.397,4.0,4.3,0.933
Stephon Castle,SAS,SG,20,81,47,26.7,14.7,3.7,1.1,2.6,4.1,0.9,0.3,2.2,5.2,12.2,0.428,1.2,4.1,0.285,3.1,4.2,0.724
Steven Adams,HOU,C,31,58,3,13.7,3.9,5.6,2.9,2.8,1.1,0.4,0.5,0.9,1.6,2.9,0.545,0.0,0.0,0.0,0.7,1.6,0.462
Svi Mykhailiuk,UTA,SF,27,38,13,20.0,8.8,2.4,0.6,1.8,2.0,0.5,0.2,1.4,3.1,7.9,0.391,1.8,5.3,0.345,0.7,0.9,0.8
T.J. McConnell,IND,PG,32,79,1,17.9,9.1,2.4,0.6,1.9,4.4,1.1,0.3,1.4,4.1,7.9,0.519,0.2,0.6,0.306,0.7,1.0,0.74
Taj Gibson,CHO,C,39,37,11,11.1,2.9,3.2,1.4,1.9,0.6,0.2,0.5,0.7,1.3,2.6,0.495,0.0,0.1,0.5,0.3,0.5,0.6
Talen Horton-Tucker,CHI,SG,24,58,0,12.5,6.5,1.7,0.3,1.4,1.4,0.4,0.2,0.7,2.3,5.0,0.457,0.7,2.1,0.336,1.2,1.7,0.735
Tari Eason,HOU,PF,23,57,16,24.9,12.0,6.4,2.2,4.1,1.5,1.7,0.9,1.1,4.8,9.8,0.487,1.1,3.2,0.342,1.4,1.8,0.76
Taurean Prince,MIL,SF,30,80,73,27.1,8.2,3.6,0.4,3.2,1.9,1.0,0.2,1.0,2.9,6.4,0.457,1.8,4.2,0.439,0.5,0.6,0.813
Taylor Hendricks,UTA,PF,21,3,3,25.0,4.7,5.0,1.7,3.3,0.7,1.7,1.3,0.7,1.3,6.0,0.222,1.0,4.0,0.25,1.0,1.3,0.75
Taze Moore,POR,SG,26,2,0,10.0,3.0,4.0,2.0,2.0,0.5,1.0,0.0,1.0,1.0,5.0,0.2,0.5,2.0,0.25,0.5,1.0,0.5
Terance Mann,2TM,SG,28,67,13,21.1,7.7,3.0,1.0,2.0,1.8,0.7,0.2,0.7,3.1,6.2,0.496,0.9,2.4,0.368,0.7,1.0,0.691
Terence Davis,SAC,SG,27,1,0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,
Terrence Shannon Jr.,MIN,SG,24,32,1,10.6,4.3,1.5,0.3,1.2,1.0,0.2,0.2,0.5,1.7,3.6,0.482,0.3,1.0,0.355,0.5,0.7,0.81
Terry Rozier,MIA,PG,30,64,23,25.9,10.6,3.7,0.7,3.0,2.6,0.6,0.2,1.2,3.9,9.9,0.391,1.4,4.8,0.295,1.4,1.7,0.852
Terry Taylor,SAC,PF,25,3,0,2.0,0.0,0.3,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,
Thomas Bryant,2TM,C,27,66,8,14.6,6.5,3.8,1.3,2.5,0.8,0.4,0.6,0.5,2.5,4.9,0.508,0.7,2.2,0.324,0.8,1.0,0.859
Tidjane Salaün,CHO,PF,19,60,10,20.7,5.9,4.7,1.2,3.5,1.2,0.5,0.2,1.0,1.9,5.8,0.33,1.0,3.4,0.283,1.1,1.6,0.713
Tim Hardaway Jr.,DET,SG,32,77,77,28.0,11.0,2.4,0.2,2.1,1.6,0.5,0.1,0.6,3.6,8.8,0.406,2.2,5.9,0.368,1.6,1.9,0.855
Tobias Harris,DET,PF,32,73,73,31.6,13.7,5.9,0.9,5.0,2.2,1.0,0.8,1.2,5.3,11.0,0.477,1.2,3.6,0.345,2.0,2.3,0.861
Tolu Smith,DET,PF,24,1,0,22.0,14.0,8.0,4.0,4.0,0.0,0.0,0.0,2.0,6.0,9.0,0.667,0.0,0.0,,2.0,3.0,0.667
Tony Bradley,IND,C,27,14,0,8.1,4.4,3.0,1.3,1.7,0.4,0.1,0.6,0.4,2.1,3.2,0.644,0.1,0.2,0.333,0.1,0.4,0.333
Torrey Craig,2TM,SF,34,26,4,12.1,4.2,2.8,1.0,1.8,0.7,0.3,0.5,0.3,1.5,3.5,0.422,0.9,2.5,0.364,0.3,0.5,0.667
Tosan Evbuomwan,BRK,SF,23,28,0,23.8,9.5,4.3,1.1,3.1,2.0,0.9,0.4,1.4,3.4,7.9,0.427,0.9,2.8,0.312,2.0,2.6,0.753
Toumani Camara,POR,PF,24,78,78,32.7,11.3,5.8,2.2,3.6,2.2,1.5,0.6,1.4,4.2,9.2,0.458,1.7,4.6,0.375,1.2,1.6,0.722
Trae Young,ATL,PG,26,76,76,36.0,24.2,3.1,0.5,2.6,11.6,1.2,0.2,4.7,7.4,18.1,0.411,2.9,8.4,0.34,6.5,7.4,0.875
Trayce Jackson-Davis,GSW,C,24,62,37,15.6,6.6,5.0,2.0,3.0,1.7,0.4,0.6,0.7,2.8,4.9,0.576,0.0,0.0,0.0,1.0,1.6,0.578
Tre Jones,2TM,PG,25,46,9,19.7,7.2,2.5,0.7,1.8,4.2,0.8,0.2,0.8,2.8,5.2,0.538,0.4,1.0,0.396,1.2,1.5,0.821
Tre Mann,CHO,PG,23,13,0,24.5,14.1,2.9,0.9,2.0,3.0,0.5,0.3,1.9,5.4,12.4,0.435,1.8,4.6,0.4,1.5,1.6,0.905
Trendon Watford,BRK,PF,24,44,6,20.8,10.2,3.6,0.8,2.8,2.6,0.6,0.3,1.9,3.7,8.0,0.469,0.7,2.0,0.33,2.1,2.8,0.762
Trentyn Flowers,LAC,SF,19,6,0,4.5,1.8,0.7,0.2,0.5,0.0,0.0,0.0,0.2,0.7,1.8,0.364,0.0,0.3,0.0,0.5,0.5,1.0
Trevelin Queen,ORL,SG,27,31,2,13.9,4.9,1.7,0.8,0.9,1.2,1.0,0.3,0.7,1.8,4.7,0.381,0.7,2.5,0.286,0.6,0.7,0.857
Trey Alexander,DEN,SG,21,24,0,4.9,1.3,0.5,0.0,0.5,0.5,0.1,0.0,0.2,0.5,1.7,0.317,0.1,0.7,0.176,0.1,0.2,0.75
Trey Jemison,2TM,C,25,38,0,10.3,2.5,2.8,1.2,1.6,0.4,0.2,0.4,0.6,1.1,1.9,0.554,0.0,0.0,,0.3,0.9,0.394
Trey Lyles,SAC,PF,29,69,5,19.6,6.5,4.6,1.2,3.4,1.2,0.6,0.3,0.6,2.3,5.4,0.42,1.2,3.4,0.34,0.8,1.2,0.7
Trey Murphy III,NOP,SF,24,53,51,35.0,21.2,5.1,0.9,4.2,3.5,1.1,0.7,1.9,7.2,15.8,0.454,3.0,8.3,0.361,3.8,4.3,0.887
Tristan Da Silva,ORL,SF,23,74,38,22.0,7.2,3.3,1.0,2.3,1.5,0.4,0.2,0.8,2.7,6.5,0.412,1.1,3.2,0.335,0.7,0.9,0.873
Tristan Thompson,CLE,C,33,40,0,8.2,1.7,3.4,0.8,2.6,0.6,0.1,0.3,0.4,0.8,1.8,0.437,0.0,0.1,0.0,0.2,0.8,0.233
Tristan Vukcevic,WAS,C,21,35,1,14.7,9.4,3.7,0.7,3.0,1.1,0.3,0.7,1.2,3.4,6.9,0.496,1.1,2.9,0.373,1.5,1.9,0.776
Tristen Newton,2TM,SG,23,8,0,2.0,0.4,0.5,0.3,0.3,0.3,0.1,0.0,0.3,0.1,1.0,0.125,0.0,0.4,0.0,0.1,0.1,1.0
Ty Jerome,CLE,SG,27,70,3,19.9,12.5,2.5,0.7,1.8,3.4,1.1,0.0,1.3,4.6,8.8,0.516,1.6,3.6,0.439,1.8,2.1,0.872
TyTy Washington Jr.,PHO,PG,23,16,0,7.4,2.2,0.8,0.3,0.6,1.0,0.2,0.0,0.2,0.9,2.8,0.311,0.3,1.3,0.19,0.2,0.4,0.5
Tyler Herro,MIA,SG,25,77,77,35.4,23.9,5.2,0.5,4.7,5.5,0.9,0.2,2.6,8.5,17.9,0.472,3.3,8.7,0.375,3.7,4.2,0.878
Tyler Kolek,NYK,PG,23,41,0,7.2,2.0,0.7,0.2,0.5,1.7,0.3,0.1,0.4,0.7,2.0,0.329,0.3,1.1,0.298,0.3,0.4,0.765
Tyler Smith,MIL,PF,20,23,0,5.3,2.9,1.1,0.3,0.8,0.2,0.1,0.2,0.3,1.0,2.2,0.48,0.6,1.3,0.433,0.3,0.3,0.75
Tyrese Haliburton,IND,PG,24,73,73,33.6,18.6,3.5,0.6,3.0,9.2,1.4,0.7,1.6,6.5,13.8,0.473,3.0,7.7,0.388,2.6,3.0,0.851
Tyrese Martin,BRK,SG,25,60,11,21.9,8.7,3.7,1.0,2.7,2.0,0.6,0.2,1.2,3.2,7.8,0.406,1.7,4.7,0.351,0.8,1.0,0.793
Tyrese Maxey,PHI,PG,24,52,52,37.7,26.3,3.3,0.3,3.1,6.1,1.8,0.4,2.4,9.2,21.0,0.437,3.1,9.2,0.337,4.9,5.6,0.879
Tyson Etienne,BRK,PG,25,7,0,21.6,7.9,1.3,0.4,0.9,1.7,0.4,0.1,1.1,2.4,7.4,0.327,1.9,6.3,0.295,1.1,1.4,0.8
Tyus Jones,PHO,PG,28,81,58,26.8,10.2,2.4,0.5,1.9,5.3,0.9,0.1,1.1,3.8,8.4,0.448,2.0,5.0,0.414,0.6,0.7,0.895
Ulrich Chomche,TOR,PF,19,7,0,4.6,0.7,1.1,0.6,0.6,0.3,0.0,0.1,0.3,0.3,0.7,0.4,0.0,0.0,,0.1,0.3,0.5
Vasilije Micić,2TM,PG,31,41,16,19.1,6.6,2.2,0.5,1.7,3.1,0.4,0.0,1.9,2.3,6.7,0.348,1.1,3.0,0.36,0.8,1.0,0.829
Victor Wembanyama,SAS,C,21,46,46,33.2,24.3,11.0,1.8,9.2,3.7,1.1,3.8,3.2,8.9,18.6,0.476,3.1,8.8,0.352,3.4,4.1,0.836
Vince Williams Jr.,MEM,SG,24,27,5,18.5,6.6,3.6,0.8,2.8,2.0,0.4,0.3,1.2,2.5,6.2,0.401,1.0,3.5,0.274,0.7,0.9,0.792
Vlatko Čančar,DEN,PF,27,13,0,10.5,1.8,2.5,0.5,2.0,0.7,0.2,0.2,0.8,0.8,2.0,0.385,0.3,1.2,0.267,0.0,0.0,
Vít Krejčí,ATL,PG,24,57,16,20.2,7.2,2.7,0.4,2.4,2.6,0.6,0.5,0.9,2.5,5.1,0.497,1.6,3.6,0.437,0.6,0.8,0.711
Walker Kessler,UTA,C,23,58,58,30.0,11.1,12.2,4.6,7.6,1.7,0.6,2.4,1.5,4.8,7.2,0.663,0.1,0.6,0.176,1.4,2.6,0.52
